Symbol	Type	Valence	Arousal	Dominance
awakening	word	6.41	4.67	6.54
award	word	7.86	5.85	6.9
aware	word	6.86	4.7	7.05
awareness	word	6.45	3.73	7.22
awe	word	6.85	3.83	5.85
awed	word	6.05	4.21	6
awesome	word	7.86	6.05	7.11
awful	word	2.28	4.86	3.06
awkward	word	2.95	4.55	4.25
awkwardness	word	3.86	4.65	4.13
awning	word	5.79	2.9	5.29
axe	word	3.48	5.64	5.55
axis	word	4.19	3.92	5.59
axle	word	4.67	2.45	5.3
babble	word	4.55	4	4.74
babe	word	6.86	4.25	6.79
baboon	word	5.55	5.11	4.96
baby	word	6.67	4.97	4.94
babysit	word	4.74	3.67	5.74
babysitter	word	6.55	3.48	5.68
Bacardi	word	5.68	4.36	5.79
bachelor	word	5.58	4.14	5.13
bachelorette	word	5.52	4.09	4.89
back	word	4.76	2.59	5.22
backboard	word	4.7	3.41	5.47
backbone	word	5.16	4.05	6.4
backdoor	word	4.86	3.85	5.43
backdrop	word	5.45	2.7	5.27
backer	word	4.73	3.53	5.62
backfire	word	3	4.79	3.5
backgammon	word	5.6	2.06	4.83
background	word	5.05	3.67	5.57
backhand	word	3.5	4.61	4.9
backpack	word	6.05	3.68	6.5
backroom	word	4.6	3.5	5.08
backseat	word	4.84	3.32	3.9
backside	word	4.58	3.68	5.22
backtrack	word	4.26	3.15	5.3
backup	word	5.85	3.45	5.85
backwater	word	4.33	3.84	5
backwoods	word	5	2.57	5.21
backyard	word	6.1	3.88	6.79
bacon	word	7.52	4.16	6.11
bacteria	word	3.3	4.24	3.44
bacterial	word	3.68	5	3.6
bad	word	3.24	4.86	3.56
badass	word	6.14	6.68	6
badge	word	5.24	4.4	5.75
badger	word	4.63	4.35	4.58
badness	word	3.55	4.38	4.08
bag	word	5.05	3.43	5.62
bagel	word	6.32	3.6	5.17
baggage	word	4.5	4	5.95
baggie	word	5.43	3.55	5.33
baggy	word	4.45	4.05	5.21
bagman	word	4.7	2.7	3.86
bail	word	3.79	3.91	4
bailiff	word	3.95	4.33	4.86
bait	word	4	3.5	5.95
bake	word	7.2	5	6.83
bakery	word	6.79	3.86	5.74
balance	word	6.84	4.13	5.47
balcony	word	6.11	4	5.09
bald	word	2.85	3.71	4.5
balding	word	3.05	3.38	3.65
baldy	word	3.95	2.7	5.22
bale	word	4.9	2.78	4.91
ball	word	6.14	3.48	5.47
ballad	word	6.33	3.6	6.32
ballast	word	4.67	4.06	4.86
ballerina	word	6.79	3.73	5.59
ballet	word	6.86	3.72	5.62
ballgame	word	7	4.65	5.26
ballistic	word	5	4.09	4.3
ballistics	word	4.05	5.58	4.71
balloon	word	6.84	3.9	5.45
ballot	word	5.29	4.15	5.45
ballpark	word	5.44	3.85	5.16
ballplayer	word	5.26	4.09	6.24
ballpoint	word	5.1	2.46	5.26
ballroom	word	5.75	4.27	5.67
ballsy	word	4.9	5.29	5.88
balm	word	6.24	3.36	5.58
balmy	word	5.23	4.23	5.47
bam	word	5.05	3.96	4.9
bamboo	word	6.33	3.2	5.6
ban	word	3.38	5.2	5.86
banana	word	6.71	3.21	6.05
band	word	6.44	4.52	5.56
bandage	word	3.63	3.64	4.4
bandanna	word	5.26	3.15	5.42
bandit	word	3.88	5.18	4.77
bandstand	word	5.81	3.54	5.25
bandwagon	word	3.95	3.95	5.25
bandwidth	word	5.32	3.43	4.91
bane	word	3.9	3.95	3.5
bang	word	5.1	6.09	4.89
banger	word	4.05	3.33	5.45
banish	word	3.85	4.71	4.64
banister	word	5.42	2.55	5.83
banjo	word	6.35	3.53	5.09
bank	word	6	4.19	4.78
banker	word	4.89	3.38	5.32
banking	word	5.47	4.24	4.74
bankroll	word	6.05	4.95	5.58
bankrupt	word	2.21	5.49	3.41
bankruptcy	word	2.52	5.39	3.31
banner	word	5.17	3.55	5.17
banquet	word	6.11	4.57	5
banshee	word	3.58	5.09	4.15
banter	word	5.48	3.5	5.27
banzai	word	5.65	4.73	5.71
baptism	word	6.62	3.96	5.23
baptize	word	5.59	3.32	6.57
bar	word	5	4.53	5.48
barbarian	word	3.14	6.26	3.67
barbaric	word	3.43	5.6	4.31
barbecue	word	7.1	5.55	5.59
barbed	word	3.75	5.1	4.58
barber	word	4.89	3.18	5.91
barbershop	word	5.37	3.18	5.82
barbie doll	word	5.23	3.96	5.58
bard	word	4.45	2.94	5.32
bare	word	5.5	4.65	5.58
barefoot	word	6.91	4.33	6.82
barf	word	2.32	5	3.71
bargain	word	7.63	5.48	6.11
bargaining	word	5.37	4.14	6.37
barge	word	5.44	3.15	4.52
baritone	word	6.05	4	4.74
barium	word	4.9	2.91	4.85
bark	word	4.86	3.4	4.82
barkeep	word	5.7	3.71	5.54
barley	word	4.95	3.62	5.79
barmaid	word	4.85	4.6	4.59
barman	word	5.28	4.95	4.74
barn	word	6.16	3.57	5.65
barnacle	word	5.27	3.52	3.68
barnyard	word	5.65	2.55	5.15
barometer	word	5	2.88	3.82
baron	word	3.9	3.88	4.95
baroness	word	4.75	4.36	5.53
barracuda	word	4.85	5.16	3.47
barrage	word	4.24	3.96	4.64
barrel	word	4.92	3.43	4.94
barren	word	3.79	3.59	3.7
barricade	word	4.32	4.23	4.77
barrier	word	4.47	4.7	4.88
barrister	word	4.95	3.18	4.96
barroom	word	4.9	4.65	4.71
bartender	word	5.63	4.95	6.15
barter	word	5.64	4.74	6.45
base	word	5.68	3.1	6.37
baseball	word	5.79	3.15	6.05
baseball bat	word	5.75	3.39	5.86
baseline	word	5.4	2.52	5.16
baseman	word	5.19	3.95	5.05
basement	word	4.81	3.33	5.26
bash	word	3.68	5.14	4.46
bashful	word	5.55	4.36	4.74
basic	word	5.5	2.95	6.05
basics	word	5.86	3.14	5.55
basil	word	6.43	3.82	5.36
basin	word	5.47	2.77	4.75
basis	word	5.42	2.68	5.18
bask	word	6.37	3.86	6.17
basket	word	5.66	2.48	5.3
basketball	word	5.67	4.35	5.05
bass	word	5.23	4.87	5.89
bass guitar	word	6.27	4.88	6.43
bastard	word	3.31	5.1	2.59
bat	word	4.81	4.57	4.29
batch	word	5.57	3.29	5.43
bath	word	7	3.25	6.64
bathe	word	7.5	3.15	6.5
bathhouse	word	5.32	4	5.68
bathing	word	6.14	3.23	6.93
bathrobe	word	6.48	4.05	5.47
bathroom	word	5.26	2.86	5.25
bathtub	word	6.26	3.63	5.91
baton	word	4.63	3.64	5.38
battalion	word	5.14	4.76	4.77
batter	word	5.24	3.85	6
battered	word	2.95	3.86	3.22
battering	word	2.75	4.67	4.36
battery	word	4.26	3.95	4.35
battle	word	3.52	6.25	5.63
battlefield	word	3.89	6.48	4.05
battleground	word	4.09	5.76	4.09
battlements	word	3.7	4.52	5.14
battleship	word	4.43	3.41	5.3
batty	word	4.44	4.05	4.21
bauble	word	5.71	3.83	4.67
bawl	word	3.58	4.86	4.14
bay	word	7.23	3.26	4.86
bayonet	word	4.68	4.45	5.17
bayou	word	6.2	3.81	5.44
bazaar	word	6.42	5.9	5.48
bazooka	word	5.37	6.1	4.04
be	word	6.18	3.43	5.5
beach	word	7.21	5.1	5.7
beacon	word	5.18	4.52	5.32
bead	word	6.05	3.4	3.91
beady	word	4.58	3.73	4.73
beak	word	4.9	2.81	4.28
beaker	word	5.5	3.79	6
beam	word	5.74	3.59	6.54
bean	word	6	2.95	5.6
beanbag	word	5.88	3	6.17
beanie	word	5.58	3.58	5.36
bear	word	5.33	4.5	3.59
bearable	word	5.72	3.57	5.47
beard	word	5.09	3.18	5.42
bearded	word	5.67	5.53	6.06
bearer	word	4.95	4.7	5.67
bearings	word	5.43	3.29	5.32
bearskin	word	4.25	3.95	5.6
beast	word	4.42	5.83	4.08
beastly	word	4.19	6.22	4.38
beat	word	4.38	5.52	5.59
beater	word	3.06	4.22	4.84
beatnik	word	3.89	4.21	4.61
beautiful	word	7.61	5.71	6.17
beauty	word	7.58	4.89	5.6
beaver	word	5	4.05	5.15
bebop	word	6.26	3.95	5.25
become	word	6.32	3.43	6.18
bed	word	7.16	3	6.73
bedding	word	5.05	3.65	6
bedpan	word	2.74	5.05	4
bedroom	word	7	4.9	6.84
bedside	word	5.89	2.96	5.93
bedspread	word	6.05	2.7	6
bedtime	word	6.57	3.76	7.05
bee	word	3.68	5.65	5.32
beef	word	6.11	4.37	6.32
beefsteak	word	5.53	4.05	5.61
beehive	word	4.26	5.39	4.47
beep	word	5.11	3.82	4.74
beeper	word	4.9	3.16	4.18
beer	word	5.67	4.3	5.33
bees	word	5.14	5.53	4.2
beeswax	word	5.15	3.62	5.53
beetle	word	4.2	4.45	5.93
befall	word	3.91	4.24	4.27
befriend	word	7.14	4.25	6.32
beg	word	3.72	4.65	3.17
beggar	word	2.92	4.29	4.16
begin	word	6.44	2.85	5.72
beginner	word	5.15	3.5	4.79
beginning	word	6.39	3	5.72
begrudge	word	3.95	4.47	5.33
behave	word	6.25	3.72	7.05
behavior	word	5.28	4.27	5.88
behavioral	word	5.1	4.1	5.96
behold	word	6.48	3.88	6.59
beholden	word	5.05	3.24	4.84
beige	word	5.26	2.6	5.05
belated	word	4.21	3.19	5.32
belay	word	5.5	3.43	4.72
belch	word	4.18	4.77	4.75
belief	word	6.14	3.95	7.18
believable	word	6.89	4.05	5.3
believe	word	7.05	3.33	6.56
believer	word	5.64	4.1	6.4
belittle	word	2.7	4.05	2.92
bell	word	5.67	4.7	6.16
bellboy	word	4.95	3.13	5.08
bellhop	word	5.47	4	5.37
belligerent	word	3.11	5	3.56
bellman	word	5.35	3.25	4.93
bellow	word	4.63	4.75	6.26
belly	word	4.37	3.75	4.96
bellybutton	word	5.73	4.95	5.19
bellyful	word	5.85	3.28	5.17
belong	word	6.5	2.9	5.44
belongings	word	6.09	3.96	6.17
beloved	word	7.38	4.91	6.85
belt	word	4.44	3.45	5.75
beluga	word	5.1	3.77	5.74
bench	word	5.5	3.46	5.81
bend	word	5.75	4.4	6
benefactor	word	6	2.95	4.5
beneficial	word	6.61	4.18	6.3
beneficiary	word	6.19	4.45	6.5
benefit	word	6.87	3.53	6.25
benevolence	word	6.29	4.35	5.43
benevolent	word	5.95	3.6	5
benign	word	5.86	3.26	6
benzene	word	4.53	3.95	4.92
bequeath	word	4.64	4.39	5.6
bereaved	word	3.65	5.23	4.45
bereavement	word	3.2	4.45	3.97
beret	word	5.05	3.78	4.79
berserk	word	3.75	5.08	4.29
berth	word	4.52	2.71	5.3
beryllium	word	5.6	3.87	4.93
beseech	word	4.89	4.77	4.26
bestow	word	6.5	3.8	6.27
bestseller	word	6.82	5.89	6.14
bet	word	4.95	4.76	5.5
beta	word	5.55	3.6	4.41
betray	word	2.52	5.33	3.86
betrayal	word	2.24	5.71	3.12
beverage	word	7.17	3.38	6.58
beware	word	3.3	5.24	5.32
bewildered	word	4.32	4.57	4.42
bias	word	3.95	4.27	5.44
biased	word	4.21	5.52	4.57
bib	word	5.78	3.57	5.16
bible	word	5.74	3.65	5
biblical	word	6.52	3.73	5.3
bicarbonate	word	4.9	3.5	4.86
bicentennial	word	6.3	4.7	5.5
biceps	word	5.95	4.42	6.45
bicker	word	2.81	5.13	4.54
bicycle	word	6.71	3.95	6.2
bid	word	5.16	4	5.67
bidder	word	5.39	3.5	5.32
bidding	word	5.29	4.91	5.76
bide	word	4.5	3.61	5.41
big	word	5.64	4.33	5.61
bigamy	word	3.15	4.36	4.21
biggie	word	5.32	3.76	5.36
bighorn	word	4.77	4.65	5.26
bigmouth	word	3.71	5.3	5.58
bigot	word	2.75	5.37	3.12
bigotry	word	2.24	6.15	4.53
bike	word	6.1	3.62	5.89
biker	word	5.32	4.04	4.68
bikini	word	5.57	5.43	5.57
bilateral	word	5.23	2.86	5.23
bile	word	2.61	4.1	3.5
bilge	word	4.55	3.73	4.79
bill	word	3.11	4	4
billboard	word	4.25	4	5.15
billiard	word	6.1	4	6.1
billing	word	3.23	5.18	4.47
billion	word	6.8	5.44	6.5
billionaire	word	6	6.75	6.36
bimbo	word	3.1	3.52	4.84
bin	word	4.95	3.04	5.21
binary	word	4.58	3.29	4.6
bind	word	4.82	4.53	4.24
binder	word	5.16	3.17	5.29
binding	word	4.15	4.21	4.27
binge	word	3.53	5.18	5.21
bingo	word	5.62	5	5.23
binoculars	word	5.57	2.58	6.1
bio	word	5.2	3.14	6.05
biochemical	word	4.05	4.21	4.21
biochemist	word	5.37	4.19	5.3
biochemistry	word	5.48	3.67	5.14
biographer	word	5.53	3.05	5.57
biography	word	5.4	3	5.95
biological	word	6.57	3.52	5.11
biologist	word	5.85	3.27	5.85
biology	word	6	4.1	4.45
bionic	word	5.42	5.18	4.91
biopsy	word	3.1	3.46	3.9
bipolar	word	3.26	5	3.18
birch	word	6.53	2.85	5
bird	word	6.75	3.83	5.88
birdcage	word	5.2	4.23	4.52
birdie	word	6.47	3.43	5.43
birdman	word	5	4.15	5.5
birth	word	6.52	5.75	5
birthday	word	6.37	4.6	6.07
birthing	word	5.29	6.4	4.9
birthmark	word	4.6	3	4.24
birthplace	word	6.95	3.41	4.85
birthright	word	5.63	4.58	6.75
biscuit	word	6.45	2.91	6.26
bisexual	word	4.74	4.5	5.09
bishop	word	4.53	3.77	4.82
bisque	word	5.42	2.78	5.19
bistro	word	5.95	4.33	5.18
bit	word	5.05	3.86	5.53
bitch	word	2.55	5.95	3.65
bitchy	word	3.11	4.83	4.24
bite	word	3.52	5.1	6.58
biter	word	3.59	5.27	4.5
bitsy	word	5.33	3.05	4.78
bitter	word	3.63	4.64	4.58
bitterness	word	3.15	5.1	4.62
bittersweet	word	5.09	4.21	4.52
bitty	word	5.16	3.6	5.2
biz	word	4.7	4.42	5.27
bizarre	word	4.41	5	4.5
blab	word	3.7	4.74	4.52
blabbermouth	word	2.9	4.48	4.26
black	word	5.4	3.58	5.48
black snake	word	2.6	5.76	3.79
blackberry	word	6.63	3.24	5.45
blackbird	word	5.62	3.5	5.04
blackboard	word	4.95	4	6
blacken	word	4.1	3.95	4.74
blackface	word	3.2	4.43	4.48
blackjack	word	5	5.05	5
blacklist	word	3.45	4	3.21
blackmail	word	2.59	5.44	3.98
blackmailer	word	2.05	5.11	2.77
blackness	word	3.82	4.52	5.23
blackout	word	3.73	4.89	2.76
blacksmith	word	5.58	3.24	6
bladder	word	4.58	3.78	5.53
blade	word	3.9	4.52	4.56
blame	word	2.94	4.81	3.33
blameless	word	5.45	3.74	5.19
bland	word	3.88	2.43	5.77
blank	word	4.67	2.9	4.68
blanket	word	7.05	2.23	6.75
blare	word	4.8	4.68	4.79
blase	word	4.46	3.62	4.45
blasphemous	word	3.18	4.62	3.27
blasphemy	word	2.95	5.65	4.6
blast	word	4.45	4.5	4.45
blaster	word	4.89	5	5.38
blastoff	word	6.33	5.2	5.28
blatant	word	3.68	4.62	5.45
blaze	word	4.47	5.33	4.2
blazer	word	5.5	4.22	5.46
bleach	word	4.62	5.3	4.89
bleak	word	3.96	3.18	3.85
bleed	word	2.47	5	3.75
bleeder	word	3.29	5.9	3.6
bleep	word	5	4.85	5.27
blemish	word	3.1	4.81	5.12
blend	word	5.63	3.48	5.36
blender	word	5.16	4.05	5.53
bless	word	7	4.57	6.26
blessed	word	7.5	3.55	5.32
blessing	word	7.18	4.21	6.1
bleu	word	4.84	3.67	5.43
blight	word	3.14	4.24	3.92
blimp	word	5.14	3.59	4.67
blind	word	2.8	3.73	3.04
blindfold	word	4.55	3.65	3.5
blinding	word	3.37	5.24	4
blindness	word	2.55	4.78	2.38
blink	word	5.25	3.12	4.83
blip	word	4.52	4.4	4.55
bliss	word	7.62	4.13	6.36
blissful	word	7.67	3.74	6.08
blister	word	2.87	4.7	4.52
blistering	word	4.24	3.61	4.3
blitz	word	5.6	5.9	5.45
blizzard	word	4.36	6.53	3.65
bloat	word	3.4	3.78	3.86
bloated	word	2.8	3	3.24
blob	word	3.9	3.57	5.44
block	word	4.48	4.25	6.21
blockade	word	3.45	3.4	4.36
blockage	word	3.7	4.19	3.57
blockbuster	word	5.68	5.35	5.75
blockhead	word	4.81	4.25	4.88
blog	word	5.14	3.61	6.11
bloke	word	5	4.24	4.78
blond	word	6.08	3	5.38
blonde	word	6	5.75	5.56
blood	word	3.48	5.76	3.94
bloodbath	word	2.05	4.86	3.28
bloodhound	word	5	4.59	4.84
bloodline	word	5.71	4	3.73
bloodshed	word	3.61	5.22	3.19
bloodshot	word	2.85	4.72	4.04
bloodstream	word	5.05	3.77	4.7
bloodthirsty	word	2.55	4.9	4.68
bloody	word	2.86	5.76	3.75
bloom	word	6.4	4.87	6.05
bloomers	word	6.26	4.57	5.13
blooming	word	7.19	3.04	5
blossom	word	7.05	4.75	5.64
blot	word	4.37	3.05	5.29
blotter	word	5.5	4.14	5.26
blouse	word	5.73	3.24	6.59
blow	word	6.1	4.48	5
blowfish	word	4.62	3.95	4.5
blowjob	word	6.16	6.5	6.07
blowout	word	4.27	4.78	4.42
blowtorch	word	5.22	5.76	4.74
blubber	word	3.85	4.27	4.72
blue	word	6.53	3.69	5.79
blue spruce	word	5.58	3.1	4.8
blueberry	word	7.11	3.23	5.7
bluebird	word	7.29	3.55	5.86
bluegrass	word	5.65	3.35	5.9
bluejay	word	6.64	3.43	5
blueprint	word	4.95	3.71	5.96
blues	word	3.43	3.61	5.44
bluff	word	4.58	4.17	5.21
blunder	word	3.95	4.14	3.64
blunt	word	4.65	4.61	5.63
blur	word	4.45	3.88	4.96
blurry	word	4.1	2.83	3.57
blurt	word	4.9	4.64	3.95
blush	word	6.38	4.74	4.25
boa	word	3.63	5.23	3.61
boa constrictor	word	3.79	5.06	2.71
boar	word	5	3.08	4.68
board	word	5.33	3.52	5.37
board game	word	6.33	4.4	5.05
boarder	word	5.15	3.75	5.44
boarding	word	5.22	3.25	4.72
boardroom	word	4.38	3.75	5.38
boardwalk	word	6.86	4.08	6.17
boast	word	4.24	4.36	6.33
boat	word	6.36	4.05	5.59
boathouse	word	6.05	4.83	5
boating	word	6.63	4.64	5.82
boatload	word	5.45	4.29	5.19
boatman	word	5.38	3.6	6.33
bobcat	word	5.38	5	4.36
bobsled	word	6	4.57	5.52
bode	word	4.71	4	4.9
bodega	word	5.05	4	3.93
bodily	word	4.74	3.71	4.29
body	word	5.95	4.62	5.76
bodyguard	word	5.29	4.55	5.64
bog	word	3.57	3.68	5
bogey	word	3.58	4.86	3.75
bogeyman	word	3.81	4.67	3.69
bogus	word	2.84	5.32	3.59
bohemian	word	6.05	4.79	4.25
boil	word	4.48	5.42	5.4
boiler	word	4.47	3.23	5.08
bold	word	6.68	4.86	6.39
bollocks	word	4.68	4.38	4.75
bolt	word	3.9	4.55	4.64
bomb	word	2.47	5.71	3.14
bombardier	word	4.73	4.48	4.05
bombardment	word	3.14	5.48	3
bomber	word	2.84	6.24	3.94
bombing	word	2.1	7.11	3.42
bombshell	word	5.68	5.5	4.5
bonanza	word	6.09	4.42	5.71
bonbon	word	6.71	4.17	6.11
bondage	word	4.38	5.65	4.28
bonding	word	6.45	3.81	6.18
bondsman	word	3.58	4.24	4.5
bone	word	5.24	4.75	6
bonehead	word	4.05	4.46	5.08
boner	word	5.33	5.15	4.8
bonfire	word	6.53	4.67	5.35
bong	word	4.26	4.05	5.95
bonkers	word	4.95	5.08	4.29
bonnet	word	4.89	2.96	6
bonny	word	5.1	3.22	5.19
bonsai	word	6.38	4.1	5.95
bonus	word	8.05	6.9	6.19
bony	word	4.95	4.89	5.31
boob	word	5.29	5.3	5.83
booby	word	7.23	5.33	5.91
booger	word	3.25	3.8	4.33
boogeyman	word	3.55	5.09	3
boogie	word	3.8	4.55	4.96
book	word	7.05	3.13	6.41
bookcase	word	6.1	3.38	6.06
bookie	word	4.57	4	4
bookkeeper	word	5.58	3.61	6
bookkeeping	word	5.16	3.48	5.83
booklet	word	5.52	3.55	5.62
bookmaker	word	5.59	3.09	5.9
bookmark	word	6.26	3	6.47
bookshop	word	6.7	4.22	7
bookstore	word	7.19	4.25	7.15
bookworm	word	6.67	2.47	5.32
boom	word	4.74	5.57	5.14
boomer	word	4.1	3.77	5.3
boomerang	word	5.91	4.57	5.14
boon	word	4.84	3.45	5.68
boost	word	6.53	4.7	6.25
booster	word	4.52	3.39	4.85
boot	word	5.3	3.95	6.24
booth	word	5.25	4.35	5.17
bootleg	word	3.68	4.69	5
bootlegger	word	5.56	4.85	5.56
boots	word	5.89	3.52	5.08
booty	word	5.63	5.43	5.3
booze	word	5	5.08	5.15
bop	word	5.63	3.95	5.4
bopper	word	5.33	3.23	5.24
border	word	4.68	4.3	4.74
borderline	word	4	4.39	4.84
bored	word	2.95	3.65	4.96
boredom	word	2.77	2.58	5.04
boring	word	2.71	2.85	6.05
born	word	7.33	3.9	3.78
boron	word	4.1	2.91	5.28
borough	word	5	3.45	5.22
borrow	word	5.18	4.55	6.16
bosom	word	6.44	4.7	5
boss	word	4.76	4.43	4.65
bossy	word	2.86	4.68	4.73
botanical	word	5.77	3.25	5.73
botany	word	5.55	3	4.81
bother	word	4.44	4.2	4.22
bottle	word	5.47	3.32	5.88
bottleneck	word	4.5	4.48	5
bottling	word	5.37	3.61	5
bottom	word	3.61	3.19	3.44
bottomless	word	5.71	4.3	4.64
botulism	word	3.4	4.57	3.3
bounce	word	6.1	4.68	6.15
bouncer	word	4.37	4.33	5.29
bouncy	word	6.64	4.54	5.54
bound	word	4.05	5.55	4.85
boundary	word	4.75	4.17	3.95
bountiful	word	6.27	4.43	6.16
bounty	word	4.37	4.85	5.45
bouquet	word	6.67	3.33	5.76
bourbon	word	5.7	5.95	5.69
bout	word	3.9	3.67	5.3
boutique	word	6.1	4.33	5.88
bovine	word	4.4	3.5	6.19
bow	word	5.46	3.85	5.95
bowel	word	3.21	3.57	4.5
bowels	word	3.25	3.67	5.04
bowl	word	5.67	3.21	5.58
bowler	word	5.18	3.64	5.35
bowling	word	6.68	4.05	5.2
box	word	5.33	2.67	4.67
boxcar	word	5.5	4.21	4.95
boxer	word	5.21	4.14	5.64
boxers	word	5.05	4.52	5.96
boxing	word	4.47	5.73	5.63
boy	word	5.84	4.11	5.5
boycott	word	4.2	5	6.52
boyfriend	word	7.06	4.9	5.17
boyhood	word	5.42	3.45	5.35
boyish	word	5.73	4.63	5.62
boysenberry	word	5.95	3.19	5.8
bozo	word	4.35	4.32	4.5
bra	word	5.9	3.92	5.63
brace	word	4.85	3.9	4.97
bracelet	word	6.48	3.96	5
bracket	word	4.63	3.15	5.05
brag	word	4.05	3.5	5.32
braid	word	5.78	3.9	5.6
brain	word	6.22	3.35	6.28
brainless	word	3.57	3.95	4.11
brainstorm	word	6.57	4.29	6.55
brainwash	word	3.11	5.9	2.88
brainy	word	6.26	5.05	6.92
brake	word	4.9	3.82	5.67
bran	word	4.84	2.26	5.05
branch	word	5.15	2.67	4.91
brand	word	5.05	2.82	4.57
brandy	word	5.67	3.86	5.5
brash	word	4.38	3.55	5.33
brass	word	5.05	4	5.95
brass knuckle	word	4.25	5.23	5.53
brassiere	word	6	4.68	5.54
brat	word	2.67	4.67	4.61
bratwurst	word	5.65	2.75	4.81
bravado	word	5.89	4.7	6.04
brave	word	7.38	4.95	6.84
bravery	word	7.38	5.84	6.57
brawl	word	3.64	5.38	4.73
brawn	word	5	4.65	5.57
brazen	word	5	5.67	5.64
breach	word	3.67	3.46	4.76
bread	word	6.52	3.85	6.05
breadth	word	4.63	3.61	5.5
break	word	5.1	4.71	4.5
breakaway	word	4.67	4.6	5.81
breakdown	word	3.48	4.73	3.62
breaker	word	3.91	4.75	5.52
breakfast	word	7.39	5	6.83
breaking and entering	word	2	5.68	2.7
breakthrough	word	6.35	5.68	6.58
breakup	word	2.19	6.33	3.72
breast	word	6.64	5.39	5
breath	word	6.61	2.35	5.78
breathe	word	7.17	2.6	6.22
breather	word	5.95	2.85	5.42
breathless	word	4.95	5.73	5.19
breathtaking	word	7	5.38	5.52
breech	word	3.14	3.57	5.05
breed	word	5.74	4.1	6.17
breeder	word	4.71	3.79	5.3
breeding	word	5.62	3.95	5.41
breeze	word	7.61	3.2	4.55
breezy	word	6.26	4.19	5.76
brethren	word	5.62	3.71	5.48
brew	word	5.42	3.5	5.71
brewery	word	5.74	4.75	5.46
brewing	word	6.62	5.85	5.19
briar	word	4.95	4	4.58
bribe	word	3.32	4.44	4.59
bribery	word	3.59	5.05	4.14
brick	word	4.65	2.53	5
bridal	word	6.2	4.84	5.54
bride	word	6.8	4.5	6.08
bridegroom	word	6.1	4.33	4.75
bridesmaid	word	6.19	4.82	5.05
bridge	word	5.44	3.48	4.78
brief	word	6	3.42	5.39
briefcase	word	5.2	3.59	6.33
briefing	word	4.76	3.58	5.88
brig	word	4	3.29	3.5
brigade	word	4.43	4.44	5.59
bright	word	6.84	5	6.38
brighten	word	7.37	5.32	6.77
brightness	word	7.05	4.39	5.79
brilliance	word	7.09	5.24	6.64
brilliant	word	7.5	5.95	7.16
brim	word	5.21	4	4.79
brimstone	word	3.67	3.87	3.65
bring	word	5.68	4.29	5.72
brink	word	4.95	4.22	4.53
brisk	word	5.86	5.3	6.11
brisket	word	5.6	4.27	5.16
brittle	word	3.86	4.42	4.5
bro	word	5.32	3.77	5.13
broach	word	4.47	3.29	4.61
broad	word	5.14	3.26	4.23
broadcast	word	4.89	4.41	4.92
broadcasting	word	4.68	4.14	5.58
broaden	word	6.39	3.16	5.6
broadside	word	3.8	3.16	4.64
broadsword	word	5.24	4.62	6
broccoli	word	6	2.48	5.12
brochure	word	4.74	3.43	5.32
broken	word	2.75	4.86	3.76
brokenhearted	word	2.47	5.41	3.47
broker	word	4.15	3.77	5.37
brokerage	word	4.5	3.57	5.16
bromide	word	4.43	2.75	4.58
bronco	word	5.83	4.25	4.28
bronze	word	5.81	3.62	5.4
brooch	word	5.33	3.64	5.04
brood	word	4.65	2.57	4.04
brooding	word	3.29	4	4.18
brook	word	7	3.33	6.08
broom	word	5.5	3.33	5.76
broomstick	word	5	3.32	5.5
broth	word	5.55	2.27	6.23
brothel	word	4.63	5.4	4.88
brother	word	6.18	4.48	5.46
brotherhood	word	6.42	5.14	6.57
brotherly	word	7.45	4.44	6.31
brow	word	5.11	3.23	4.29
brown	word	5.52	3.32	4.65
brownstone	word	4.74	2.94	4.94
browse	word	5.47	3.57	5.95
bruise	word	3.24	4.04	3.78
bruising	word	3.42	4.96	4.21
brunch	word	6.57	4.09	5.64
brunette	word	6.35	4.15	5.36
brunt	word	3.71	3.96	4.85
brush	word	5.47	3.18	6.18
brutal	word	3.07	5.13	3.94
brutality	word	2.43	4.96	3.89
brute	word	3.48	4.85	5.55
brutish	word	3	4.74	5.11
bubble	word	6.43	4.19	6.12
bubbly	word	6.9	4.77	6
bubonic	word	2.17	5.78	3.52
buck	word	6.5	4.7	5.39
buckaroo	word	5.53	4.29	4.7
bucket	word	4.55	2.96	5.52
buckle	word	5.05	3.76	4.83
bucko	word	4.78	3.32	4.28
buckshot	word	4.76	5.15	5.14
buckwheat	word	5.24	2.7	6.22
budding	word	6.16	4.48	6.22
buddy	word	7.41	4.57	6.24
budge	word	4.83	3.95	4.32
budget	word	4.56	3.33	4.9
Budweiser	word	4.62	4.09	4.78
buff	word	6.21	4.59	5.39
buffer	word	5.42	4.05	5.43
buffet	word	6.05	4.95	5.88
buffoon	word	3.95	5.7	4
bug	word	3.45	6.06	4.08
bugger	word	3.71	3.3	4.32
buggy	word	4.65	4.04	5.33
bugle	word	5.05	4.41	5.42
bugler	word	4	4.15	4.24
build	word	6.33	3.38	6.5
builder	word	5.95	3.32	6.93
building	word	5.47	3.35	6
buildup	word	5.37	3.55	5.06
bulb	word	5.86	3.26	4.82
bulge	word	3.74	4.05	4.39
bulimic	word	2.86	4.3	4.06
bulk	word	4.89	3.43	5.05
bulkhead	word	4.67	3.65	4.88
bulky	word	4.21	3.95	5.24
